Student_ID,Name,Class,Subject,Exam_Score_1,Exam_Score_2,Exam_Score_3,Attendance_Percentage,Study_Hours_Per_Week,Assignment_Completion_Rate,Participation_Level,Final_Score
STU_156,Tanisha Kapoor,Grade 11,Science,69.83,77.38,73.25,80.32,13.79,90.69,Medium,70.6
STU_156,Tanisha Kapoor,Grade 11,English,90.57,90.63,89.94,61.35,24.85,51.64,High,88.31
STU_156,Tanisha Kapoor,Grade 11,History,60.83,65.54,74.08,90.64,4.13,96.41,Medium,59.91
STU_156,Tanisha Kapoor,Grade 11,Art,100.0,100.0,100.0,83.7,23.81,99.05,Low,96.45
STU_157,Arjun Patel,Grade 12,Math,86.67,91.48,95.95,97.12,19.99,99.81,High,93.46
STU_157,Arjun Patel,Grade 12,Science,92.76,93.09,89.15,65.7,28.67,63.65,Medium,83.21
STU_157,Arjun Patel,Grade 12,English,100.0,100.0,100.0,99.94,28.2,84.66,Low,92.88
STU_157,Arjun Patel,Grade 12,History,94.35,92.24,97.94,97.25,21.06,89.12,Medium,84.95
STU_157,Arjun Patel,Grade 12,Art,65.51,65.74,71.55,65.57,12.17,68.17,Medium,63.46
STU_158,Rahul Sharma,Grade 11,Math,91.76,97.3,96.12,69.11,29.34,59.48,Low,89.08
STU_158,Rahul Sharma,Grade 11,Science,84.07,84.95,90.21,61.77,23.31,53.66,Medium,80.06
STU_158,Rahul Sharma,Grade 11,English,77.5,76.69,75.76,63.49,16.82,79.04,Medium,67.21
STU_158,Rahul Sharma,Grade 11,History,73.88,73.06,70.73,78.99,13.3,75.91,Low,69.92
STU_158,Rahul Sharma,Grade 11,Art,72.06,76.26,73.75,73.02,15.34,74.33,High,67.47
STU_159,Rohan Sharma,Grade 9,Math,51.63,54.37,64.18,71.28,2.73,73.77,Medium,52.86
STU_159,Rohan Sharma,Grade 9,Science,100.0,100.0,100.0,77.48,27.19,68.69,High,92.22
STU_159,Rohan Sharma,Grade 9,English,66.68,70.8,76.62,77.55,10.11,67.78,Medium,66.3
STU_159,Rohan Sharma,Grade 9,History,59.2,60.72,63.64,83.38,3.36,95.96,Low,53.5
STU_159,Rohan Sharma,Grade 9,Art,77.55,80.73,86.42,73.52,11.39,87.91,Medium,73.57
STU_160,Sanya Reddy,Grade 12,Math,76.08,73.88,68.68,99.23,14.07,60.75,Medium,70.96
STU_160,Sanya Reddy,Grade 12,Science,80.08,80.3,82.8,93.94,9.27,68.5,Medium,77.21
STU_160,Sanya Reddy,Grade 12,English,91.18,92.38,93.27,99.03,20.65,61.09,High,85.95
STU_160,Sanya Reddy,Grade 12,History,85.54,87.2,91.45,62.12,18.75,91.39,High,78.83
STU_160,Sanya Reddy,Grade 12,Art,59.69,70.67,73.93,65.77,6.52,57.63,Medium,63.77
STU_161,Ananya Kapoor,Grade 10,Math,60.23,62.78,66.02,69.26,3.0,70.23,Medium,62.96
STU_161,Ananya Kapoor,Grade 10,Science,72.6,76.4,83.78,69.25,10.54,92.85,Low,72.6
STU_161,Ananya Kapoor,Grade 10,English,100.0,100.0,100.0,70.51,29.73,79.98,Medium,91.33
STU_161,Ananya Kapoor,Grade 10,History,96.51,99.31,95.07,73.26,28.95,52.83,Low,88.6
STU_161,Ananya Kapoor,Grade 10,Art,93.85,94.05,92.56,91.73,21.85,52.01,Low,87.95
STU_162,Rohan Joshi,Grade 11,Math,71.16,69.97,75.94,66.73,10.56,61.41,Medium,72.77
STU_162,Rohan Joshi,Grade 11,Science,87.1,93.28,95.23,83.12,17.17,72.89,Low,82.88
STU_162,Rohan Joshi,Grade 11,English,81.93,83.12,83.68,64.86,25.84,81.82,High,79.43
STU_162,Rohan Joshi,Grade 11,History,63.19,65.01,62.63,62.51,4.58,83.15,Medium,52.63
STU_162,Rohan Joshi,Grade 11,Art,61.57,64.12,66.79,98.63,2.22,52.93,High,56.22
STU_163,Sanya Gupta,Grade 12,Math,88.83,88.26,84.54,60.65,25.05,92.76,High,79.56
STU_163,Sanya Gupta,Grade 12,Science,73.06,77.04,73.8,85.9,16.61,86.47,High,69.6
STU_163,Sanya Gupta,Grade 12,English,99.96,100.0,100.0,88.6,29.57,98.95,High,99.31
STU_163,Sanya Gupta,Grade 12,History,78.61,79.66,82.15,67.89,22.26,52.64,Medium,77.82
STU_163,Sanya Gupta,Grade 12,Art,87.05,85.95,88.95,99.39,17.57,57.17,Low,79.38
STU_164,Vikram Gupta,Grade 10,Math,92.01,89.73,87.52,97.73,19.37,94.32,Medium,89.67
STU_164,Vikram Gupta,Grade 10,Science,92.67,93.56,100.0,73.93,26.41,86.68,Medium,87.32
STU_164,Vikram Gupta,Grade 10,English,86.05,86.04,81.24,99.26,11.8,81.51,Low,82.13
STU_164,Vikram Gupta,Grade 10,History,96.72,99.33,91.73,89.31,28.36,59.59,Low,88.98
STU_164,Vikram Gupta,Grade 10,Art,77.21,81.43,80.52,81.19,17.86,60.61,High,75.75
STU_165,Priya Verma,Grade 9,Math,100.0,98.45,95.87,96.42,29.51,57.32,High,100.0
STU_165,Priya Verma,Grade 9,Science,69.48,75.3,77.18,80.54,6.64,62.36,Medium,75.52
STU_165,Priya Verma,Grade 9,English,85.1,85.37,87.96,93.11,17.24,86.02,High,83.52
STU_165,Priya Verma,Grade 9,History,91.77,92.58,90.49,76.14,21.16,78.18,High,85.94
STU_165,Priya Verma,Grade 9,Art,71.27,73.37,77.94,97.02,12.74,73.65,High,74.29
STU_166,Rohan Reddy,Grade 11,Math,84.87,85.12,78.66,87.22,16.6,70.33,Medium,75.71
STU_166,Rohan Reddy,Grade 11,Science,72.25,75.23,70.88,69.26,10.23,62.36,High,64.34
STU_166,Rohan Reddy,Grade 11,English,99.4,100.0,100.0,70.07,24.37,75.01,Low,91.6
STU_166,Rohan Reddy,Grade 11,History,100.0,100.0,100.0,94.39,24.48,67.8,Medium,95.52
STU_166,Rohan Reddy,Grade 11,Art,80.94,80.77,86.18,69.19,19.24,68.28,High,82.42
STU_167,Arjun Malhotra,Grade 11,Math,75.66,70.84,73.75,73.65,12.63,61.35,Medium,67.23
STU_167,Arjun Malhotra,Grade 11,Science,100.0,100.0,100.0,83.78,29.25,54.71,High,96.13
STU_167,Arjun Malhotra,Grade 11,English,76.86,79.31,81.14,99.46,19.31,72.1,High,77.73
STU_167,Arjun Malhotra,Grade 11,History,60.02,59.22,60.08,77.91,5.7,99.25,Medium,53.13
STU_167,Arjun Malhotra,Grade 11,Art,65.29,67.02,63.09,96.4,6.92,82.06,Medium,60.19
STU_168,Sanya Kapoor,Grade 10,Math,53.35,56.75,55.66,62.83,4.66,74.22,Medium,53.26
STU_168,Sanya Kapoor,Grade 10,Science,99.91,99.63,96.8,71.39,28.3,61.73,Low,89.11
STU_168,Sanya Kapoor,Grade 10,English,91.95,95.89,98.17,67.47,28.15,63.03,Medium,92.41
STU_168,Sanya Kapoor,Grade 10,History,99.17,100.0,100.0,74.8,22.39,73.78,Low,92.94
STU_168,Sanya Kapoor,Grade 10,Art,62.4,64.67,65.12,81.66,6.66,55.04,Low,58.32
STU_169,Priya Kapoor,Grade 10,Math,83.05,86.7,88.96,82.65,18.99,68.57,High,80.25
STU_169,Priya Kapoor,Grade 10,Science,72.24,70.62,71.96,68.54,14.86,80.32,High,69.07
STU_169,Priya Kapoor,Grade 10,English,61.41,65.96,63.75,90.0,3.33,79.51,Low,57.59
STU_169,Priya Kapoor,Grade 10,History,78.06,74.35,73.24,64.29,21.66,70.95,Low,73.15
STU_169,Priya Kapoor,Grade 10,Art,58.66,65.82,69.37,82.68,4.42,97.88,Low,58.17
STU_170,Arjun Malhotra,Grade 10,Math,66.45,65.83,65.13,93.08,8.65,72.61,Low,66.43
STU_170,Arjun Malhotra,Grade 10,Science,98.35,96.43,100.0,69.78,25.92,91.12,High,89.32
STU_170,Arjun Malhotra,Grade 10,English,90.52,93.56,98.66,92.04,21.67,65.83,High,87.83
STU_170,Arjun Malhotra,Grade 10,History,70.68,75.51,79.42,96.07,8.68,76.06,High,69.71
STU_170,Arjun Malhotra,Grade 10,Art,55.49,58.04,60.98,81.5,2.32,86.58,High,59.13
STU_171,Priya Joshi,Grade 10,Math,79.65,80.69,83.67,71.2,21.83,78.83,High,83.15
STU_171,Priya Joshi,Grade 10,Science,70.25,68.03,69.25,86.38,7.21,79.19,Low,67.52
STU_171,Priya Joshi,Grade 10,English,74.19,78.79,70.8,62.41,10.33,70.52,Medium,63.89
STU_171,Priya Joshi,Grade 10,History,87.65,87.05,83.23,77.72,23.17,87.98,Low,82.07
STU_171,Priya Joshi,Grade 10,Art,74.6,74.36,79.86,98.65,7.67,89.02,Low,75.24
STU_172,Rohan Kapoor,Grade 12,Math,75.47,79.72,76.77,91.36,18.24,76.49,Low,77.19
STU_172,Rohan Kapoor,Grade 12,Science,88.88,89.05,96.4,66.27,21.58,97.32,High,85.24
STU_172,Rohan Kapoor,Grade 12,English,76.51,84.34,95.66,67.12,13.61,58.38,High,79.73
STU_172,Rohan Kapoor,Grade 12,History,77.58,81.31,84.66,71.74,13.25,51.23,Medium,73.23
STU_172,Rohan Kapoor,Grade 12,Art,88.72,92.66,94.33,96.36,18.92,92.07,Low,93.6
STU_173,Priya Gupta,Grade 12,Math,70.95,76.95,83.28,67.13,8.85,56.16,Medium,68.24
STU_173,Priya Gupta,Grade 12,Science,66.85,65.93,71.98,74.92,6.05,50.31,Medium,64.39
STU_173,Priya Gupta,Grade 12,English,83.67,84.25,79.25,96.84,16.03,62.25,Medium,81.3
STU_173,Priya Gupta,Grade 12,History,95.91,100.0,100.0,69.27,24.11,93.26,High,86.47
STU_173,Priya Gupta,Grade 12,Art,88.3,92.39,93.89,90.81,16.26,59.4,High,81.34
STU_174,Siddharth Malhotra,Grade 11,Math,89.73,90.95,92.34,80.92,26.43,97.09,Medium,87.62
STU_174,Siddharth Malhotra,Grade 11,Science,77.3,80.87,94.61,96.02,12.9,75.88,Medium,86.96
STU_174,Siddharth Malhotra,Grade 11,English,71.08,75.52,75.69,78.81,10.58,90.71,Medium,64.01
STU_174,Siddharth Malhotra,Grade 11,History,86.52,89.64,90.06,76.77,21.16,67.18,Low,81.6
STU_174,Siddharth Malhotra,Grade 11,Art,98.62,99.51,98.72,63.73,28.13,74.89,High,94.43
STU_175,Sanya Kapoor,Grade 9,Math,72.47,75.82,80.05,72.84,6.81,72.19,Medium,70.69
STU_175,Sanya Kapoor,Grade 9,Science,92.14,93.01,98.17,91.58,20.64,51.64,Low,93.57
STU_175,Sanya Kapoor,Grade 9,English,91.9,94.78,97.61,92.6,20.66,63.95,Low,90.21
STU_175,Sanya Kapoor,Grade 9,History,74.41,76.35,74.02,74.61,16.07,63.58,Low,73.25
STU_175,Sanya Kapoor,Grade 9,Art,82.38,82.4,82.34,73.45,22.81,50.51,High,79.9
STU_176,Ananya Singh,Grade 12,Math,93.03,93.85,88.52,64.38,28.95,73.78,Medium,85.72
STU_176,Ananya Singh,Grade 12,Science,74.22,74.18,76.2,94.16,12.88,52.98,High,73.45
STU_176,Ananya Singh,Grade 12,English,97.57,99.78,100.0,86.48,28.06,92.59,High,96.84
STU_176,Ananya Singh,Grade 12,History,100.0,100.0,100.0,79.6,29.35,60.44,Low,100.0
STU_176,Ananya Singh,Grade 12,Art,96.47,98.26,99.55,99.17,23.9,71.28,Medium,93.68
STU_177,Sanya Patel,Grade 10,Math,72.45,74.39,79.02,87.87,9.21,90.09,High,69.78
STU_177,Sanya Patel,Grade 10,Science,94.73,95.01,96.61,63.13,26.56,91.77,Low,89.99
STU_177,Sanya Patel,Grade 10,English,99.45,97.29,88.78,79.32,29.78,56.88,Medium,91.59
STU_177,Sanya Patel,Grade 10,History,66.26,69.64,67.93,73.97,6.42,93.73,High,60.83
STU_177,Sanya Patel,Grade 10,Art,79.18,81.22,83.91,95.62,13.31,57.24,Medium,76.67
STU_178,Rohan Joshi,Grade 11,Math,87.48,84.82,83.45,74.36,25.4,63.46,High,89.12
STU_178,Rohan Joshi,Grade 11,Science,100.0,100.0,100.0,61.68,25.56,71.11,Medium,98.54
STU_178,Rohan Joshi,Grade 11,English,73.71,75.41,76.84,80.91,14.35,69.05,High,74.39
STU_178,Rohan Joshi,Grade 11,History,86.49,87.74,87.03,85.5,14.51,66.8,High,81.56
STU_178,Rohan Joshi,Grade 11,Art,61.07,61.44,65.26,77.22,2.4,69.82,Low,58.54
STU_179,Sanya Gupta,Grade 9,Math,95.2,97.75,96.6,64.26,24.01,52.1,High,88.54
STU_179,Sanya Gupta,Grade 9,Science,59.6,61.45,64.15,66.64,9.92,90.0,Medium,53.46
STU_179,Sanya Gupta,Grade 9,English,83.47,79.83,83.59,91.5,14.09,67.69,Low,78.12
STU_179,Sanya Gupta,Grade 9,History,74.86,81.42,79.92,86.0,11.08,55.57,Medium,73.04
STU_179,Sanya Gupta,Grade 9,Art,92.96,94.83,88.96,92.69,15.22,92.05,High,82.0
STU_180,Arjun Joshi,Grade 9,Math,94.72,93.7,96.26,80.49,22.81,70.08,Low,87.11
STU_180,Arjun Joshi,Grade 9,Science,80.08,81.53,86.74,87.45,13.06,76.41,High,73.72
STU_180,Arjun Joshi,Grade 9,English,88.06,91.38,89.51,95.91,18.31,87.44,Low,81.59
STU_180,Arjun Joshi,Grade 9,History,96.94,98.53,100.0,68.74,28.42,72.36,High,89.11
STU_180,Arjun Joshi,Grade 9,Art,89.17,92.8,95.58,76.65,18.68,71.64,High,83.64
STU_181,Priya Sharma,Grade 12,Math,84.81,85.05,83.38,93.34,14.03,87.62,Low,80.78
STU_181,Priya Sharma,Grade 12,Science,70.79,71.33,72.7,90.4,7.6,50.5,Medium,67.35
STU_181,Priya Sharma,Grade 12,English,62.33,68.08,70.18,72.02,4.46,74.42,Low,65.28
STU_181,Priya Sharma,Grade 12,History,55.77,58.35,58.83,75.47,2.4,88.99,High,51.82
STU_181,Priya Sharma,Grade 12,Art,68.6,68.31,62.56,98.93,5.31,58.16,Low,60.8
STU_182,Ananya Malhotra,Grade 11,Math,89.02,90.7,90.52,79.52,19.92,89.69,Low,89.09
STU_182,Ananya Malhotra,Grade 11,Science,100.0,100.0,100.0,72.23,29.05,67.72,Medium,87.78
STU_182,Ananya Malhotra,Grade 11,English,90.92,93.64,97.78,94.96,22.01,75.02,High,87.35
STU_182,Ananya Malhotra,Grade 11,History,94.17,93.55,96.78,94.53,21.97,62.97,Medium,92.3
STU_182,Ananya Malhotra,Grade 11,Art,99.17,97.54,98.94,86.73,28.62,74.01,Medium,96.61
STU_183,Sanya Joshi,Grade 9,Math,82.51,83.14,80.73,85.63,16.78,56.43,High,74.59
STU_183,Sanya Joshi,Grade 9,Science,81.89,79.57,79.31,97.85,23.46,71.24,Medium,78.97
STU_183,Sanya Joshi,Grade 9,English,74.42,78.47,77.1,89.8,11.98,58.59,Medium,70.42
STU_183,Sanya Joshi,Grade 9,History,94.16,92.72,94.14,98.29,18.8,99.75,Low,88.4
STU_183,Sanya Joshi,Grade 9,Art,69.83,75.07,72.44,77.0,10.95,60.79,High,69.78
STU_184,Ishita Singh,Grade 9,Math,94.67,95.54,95.72,81.23,22.66,97.52,Medium,90.53
STU_184,Ishita Singh,Grade 9,Science,97.99,100.0,100.0,77.93,29.15,91.67,Low,95.39
STU_184,Ishita Singh,Grade 9,English,81.4,84.17,91.05,94.22,19.32,50.77,Low,82.85
STU_184,Ishita Singh,Grade 9,History,92.67,95.55,96.61,67.9,27.76,72.29,Low,91.26
STU_184,Ishita Singh,Grade 9,Art,94.31,99.57,99.26,72.46,29.22,61.71,Medium,92.03
STU_185,Ishita Sharma,Grade 11,Math,100.0,100.0,100.0,91.28,28.01,86.6,High,98.88
STU_185,Ishita Sharma,Grade 11,Science,100.0,100.0,100.0,92.78,24.11,58.98,Medium,92.72
STU_185,Ishita Sharma,Grade 11,English,84.96,91.04,88.75,84.68,27.69,69.4,Medium,91.27
STU_185,Ishita Sharma,Grade 11,History,100.0,100.0,100.0,98.65,26.23,78.81,Medium,96.61
STU_185,Ishita Sharma,Grade 11,Art,100.0,100.0,100.0,71.63,29.04,68.54,Low,97.24
STU_186,Siddharth Malhotra,Grade 11,Math,83.42,84.3,84.84,85.75,18.58,95.19,Medium,81.26
STU_186,Siddharth Malhotra,Grade 11,Science,81.76,81.98,83.81,83.79,11.69,76.97,Low,77.14
STU_186,Siddharth Malhotra,Grade 11,English,75.25,72.19,70.69,91.54,10.99,61.65,Low,73.33
STU_186,Siddharth Malhotra,Grade 11,History,95.02,92.43,91.12,73.37,28.94,97.81,Low,91.6
STU_186,Siddharth Malhotra,Grade 11,Art,76.06,81.25,79.44,78.67,13.4,58.85,Medium,75.64
STU_187,Arjun Malhotra,Grade 12,Math,89.03,92.0,90.03,65.1,19.09,53.86,Medium,83.49
STU_187,Arjun Malhotra,Grade 12,Science,88.88,84.08,88.0,95.33,17.75,58.06,High,86.22
STU_187,Arjun Malhotra,Grade 12,English,83.94,82.31,82.93,63.73,22.35,76.71,Low,74.52
STU_187,Arjun Malhotra,Grade 12,History,74.89,80.01,75.68,82.39,10.91,56.66,High,69.09
STU_187,Arjun Malhotra,Grade 12,Art,62.07,56.54,53.57,96.59,3.08,69.12,Medium,54.07
STU_188,Tanisha Sharma,Grade 11,Math,72.31,75.78,81.83,89.36,10.71,78.07,Low,71.44
STU_188,Tanisha Sharma,Grade 11,Science,68.1,63.99,68.58,67.37,2.09,63.04,Medium,57.68
STU_188,Tanisha Sharma,Grade 11,English,82.62,82.88,80.92,75.2,9.84,83.04,High,70.31
STU_188,Tanisha Sharma,Grade 11,History,82.51,89.57,94.84,66.68,20.43,91.63,Medium,81.47
STU_188,Tanisha Sharma,Grade 11,Art,91.04,95.09,100.0,71.06,27.89,86.73,Low,92.98
STU_189,Sanya Gupta,Grade 12,Math,87.82,91.5,96.26,91.05,23.12,66.02,Medium,94.59
STU_189,Sanya Gupta,Grade 12,Science,90.34,91.41,94.27,83.0,20.85,83.87,Low,89.38
STU_189,Sanya Gupta,Grade 12,English,84.1,88.88,85.74,86.7,16.73,99.03,High,78.72
STU_189,Sanya Gupta,Grade 12,History,75.6,83.19,82.29,88.96,12.05,64.34,Low,78.92
STU_189,Sanya Gupta,Grade 12,Art,100.0,100.0,100.0,87.95,27.89,55.58,Medium,89.33
STU_190,Vikram Joshi,Grade 11,Math,97.89,100.0,100.0,96.7,23.98,94.62,High,91.99
STU_190,Vikram Joshi,Grade 11,Science,71.35,73.0,76.2,64.79,15.23,55.64,Low,71.41
STU_190,Vikram Joshi,Grade 11,English,69.61,70.31,67.78,83.49,10.83,50.46,Medium,67.74
STU_190,Vikram Joshi,Grade 11,History,87.81,91.15,84.94,62.0,24.93,80.07,Medium,81.27
STU_190,Vikram Joshi,Grade 11,Art,67.76,74.13,68.25,84.16,12.9,51.52,High,67.59
STU_191,Vikram Singh,Grade 10,Math,91.35,95.4,100.0,72.5,21.72,78.37,Low,84.11
STU_191,Vikram Singh,Grade 10,Science,96.09,93.42,98.1,63.4,25.29,87.47,High,90.17
STU_191,Vikram Singh,Grade 10,English,69.93,73.14,73.34,75.18,11.26,98.27,Medium,68.11
STU_191,Vikram Singh,Grade 10,History,89.77,88.49,92.17,77.99,15.03,97.82,Medium,85.63
STU_191,Vikram Singh,Grade 10,Art,81.44,84.09,82.87,74.32,24.41,83.83,Low,82.51
STU_192,Arjun Sharma,Grade 12,Math,59.73,66.11,64.36,99.34,7.0,52.73,High,63.07
STU_192,Arjun Sharma,Grade 12,Science,75.67,81.75,82.11,61.47,16.02,99.44,Medium,73.5
STU_192,Arjun Sharma,Grade 12,English,100.0,100.0,100.0,79.94,25.49,54.57,High,93.02
STU_192,Arjun Sharma,Grade 12,History,92.66,92.36,87.83,93.15,22.25,76.48,Medium,87.05
STU_192,Arjun Sharma,Grade 12,Art,82.8,85.96,91.15,81.59,19.35,52.29,Low,80.94
STU_193,Vikram Malhotra,Grade 10,Math,100.0,98.39,98.84,88.08,29.97,57.82,Medium,100.0
STU_193,Vikram Malhotra,Grade 10,Science,70.13,73.93,76.36,71.15,10.32,80.84,Medium,63.8
STU_193,Vikram Malhotra,Grade 10,English,100.0,100.0,100.0,88.76,28.48,76.25,Low,97.66
STU_193,Vikram Malhotra,Grade 10,History,66.22,70.29,73.52,65.77,11.61,75.54,Low,65.71
STU_193,Vikram Malhotra,Grade 10,Art,88.93,91.49,76.52,88.78,22.65,61.84,Medium,82.9
STU_194,Rahul Kapoor,Grade 10,Math,90.19,94.37,97.6,62.77,25.64,78.31,High,85.55
STU_194,Rahul Kapoor,Grade 10,Science,77.81,85.19,88.33,98.56,6.39,75.76,High,77.03
STU_194,Rahul Kapoor,Grade 10,English,78.49,81.18,82.88,69.08,20.29,99.16,Low,71.45
STU_194,Rahul Kapoor,Grade 10,History,62.69,63.53,65.46,61.97,11.1,58.23,Low,60.77
STU_194,Rahul Kapoor,Grade 10,Art,77.29,79.36,74.81,84.18,6.99,97.55,High,65.2
STU_195,Rohan Gupta,Grade 10,Math,93.79,97.66,95.4,93.03,21.99,92.94,Low,86.12
STU_195,Rohan Gupta,Grade 10,Science,67.86,68.89,74.01,77.58,8.35,75.0,Low,66.6
STU_195,Rohan Gupta,Grade 10,English,87.22,85.37,90.72,79.01,22.46,79.24,Low,79.32
STU_195,Rohan Gupta,Grade 10,History,68.46,70.86,67.09,71.39,11.21,72.99,Low,65.62
STU_195,Rohan Gupta,Grade 10,Art,100.0,100.0,100.0,75.05,29.27,50.1,Medium,92.59
STU_196,Ananya Sharma,Grade 12,Math,70.61,72.44,66.52,72.24,13.17,98.35,Medium,60.88
STU_196,Ananya Sharma,Grade 12,Science,95.0,95.33,98.68,97.28,23.74,83.53,Medium,89.78
STU_196,Ananya Sharma,Grade 12,English,90.67,86.02,91.74,78.84,24.52,97.86,Low,90.86
STU_196,Ananya Sharma,Grade 12,History,79.12,79.11,68.05,92.45,11.91,54.53,High,70.37
STU_196,Ananya Sharma,Grade 12,Art,67.69,66.43,66.05,65.02,7.97,98.45,High,67.16
STU_197,Siddharth Gupta,Grade 12,Math,81.15,80.84,85.53,95.59,15.91,72.48,Low,72.14
STU_197,Siddharth Gupta,Grade 12,Science,94.11,99.32,98.32,79.75,24.23,62.9,Low,90.58
STU_197,Siddharth Gupta,Grade 12,English,92.71,96.47,97.6,70.77,22.37,96.83,High,87.8
STU_197,Siddharth Gupta,Grade 12,History,57.58,63.47,67.99,69.87,2.73,88.47,High,56.6
STU_197,Siddharth Gupta,Grade 12,Art,65.46,70.01,71.03,93.66,3.43,94.26,Medium,68.38
STU_198,Ishita Singh,Grade 10,Math,67.16,63.62,59.58,91.69,3.65,83.16,High,60.35
STU_198,Ishita Singh,Grade 10,Science,91.08,97.03,100.0,92.68,20.34,99.12,High,81.44
STU_198,Ishita Singh,Grade 10,English,73.81,75.88,77.91,94.96,15.54,93.91,Medium,78.44
STU_198,Ishita Singh,Grade 10,History,96.6,100.0,100.0,87.84,21.2,81.68,Low,93.99
STU_198,Ishita Singh,Grade 10,Art,79.11,85.81,85.65,78.87,19.46,87.46,High,79.02
STU_199,Rohan Verma,Grade 12,Math,89.94,95.82,95.71,69.01,29.15,74.32,Low,91.82
STU_199,Rohan Verma,Grade 12,Science,79.2,79.61,71.55,78.4,14.66,78.08,High,75.16
STU_199,Rohan Verma,Grade 12,English,74.23,78.76,81.82,83.7,12.29,56.26,High,74.2
STU_199,Rohan Verma,Grade 12,History,94.29,97.87,100.0,70.12,29.31,71.17,Low,94.65
STU_199,Rohan Verma,Grade 12,Art,91.66,95.84,100.0,68.27,27.47,56.87,High,93.58
STU_200,Priya Verma,Grade 10,Math,56.52,56.78,66.01,79.12,4.19,88.5,Medium,60.88
STU_200,Priya Verma,Grade 10,Science,63.02,65.72,66.44,65.95,4.72,85.7,Low,60.96
STU_200,Priya Verma,Grade 10,English,63.37,63.94,69.96,80.44,6.52,64.7,Low,61.85
STU_200,Priya Verma,Grade 10,History,72.87,74.28,78.66,60.27,13.73,78.97,Low,62.26
STU_200,Priya Verma,Grade 10,Art,68.32,72.56,65.34,90.2,4.03,97.95,Low,67.83
